,name,origin,rating,roaster,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
30,Ace Espresso,Mexico; Ethiopia,94,Propeller Coffee,9.0,0.0,9.0,9.0,8.0,"Evaluated as espresso. Floral-toned, lively. Black currant, narcissus, sandalwood, roasted cacao nib, molasses in aroma and small cup. Syrupy, buoyant mouthfeel; gently drying, flavor-saturated finish centered around notes of black currant and narcissus. In three parts milk, centered on narcissus-like florals with cocoa tones and black currant just underneath, with hints of sandalwood resurfacing as well.",A blend of coffees from Mexico and Ethiopia. Propeller is a Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees. Visit www.propellercoffee.com or call 416-479-3771 for more information.,"A floral-toned, richly sweet espresso blend: balanced, flavor-laden, driven by notes of narcissus-like flowers.","9.0,0.0,9.0,9.0,8.0"
31,Kenya Mutungati,"Nakuru Province, south-central Kenya",94,Propeller Coffee,9.0,9.0,9.0,9.0,8.0,"Bright, richly sweet, complex. Red currant, lilac, dark chocolate, lime zest, redwood in aroma and cup. Sweetly savory in structure, with juicy acidity; plush, syrupy mouthfeel. The balanced finish is resonant with notes of red currant and dark chocolate, with hints of lime zest. ","Produced by farmers of the Mutungati Cooperative from trees of the SL28, SL34, and Ruiru 11 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Propeller is a Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees. Visit www.propellercoffee.com or call 416-479-3771 for more information.","A vibrant fruit- and chocolate-toned Kenya coffee, with an exciting hint of lime zest throughout the profile.","9.0,9.0,9.0,9.0,8.0"
32,Guatemala El Retiro del Quisaya,"San Martin Jilotepeque, Chimaltenango Department, Guatemala",93,Chocolate Fish Coffee Roasters,9.0,8.0,8.0,9.0,9.0,"Delicately sweet and balanced with a subtle hint of fermented fruit. Peach, sweet chocolate, sandalwood, honeysuckle, almond in aroma and cup. Gently and sweetly bright in structure; light yet satiny in mouthfeel. Quiet but resonantly long finish: peach, chocolate, almond.","Produced by Juan Luis Barrios Ortega from trees of the Bourbon-derived Pache variety of Arabica. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.","Delicate and graceful, yet authoritative in character; seductively sweet.","9.0,8.0,8.0,9.0,9.0"
33,Kenya Peaberry Kericho County,"Kericho County, Kenya",92,Caffe Luxxe,8.0,8.0,9.0,9.0,8.0,"Sweetly pungent, lightly savory. Unusual aromatics: floral-toned honey, plum, musk, a hint of coriander in aroma and cup. Crisply sweet, savory-edged structure; lightly syrupy mouthfeel. Dry and gently flavor-saturated in the finish.","Produced from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica and processed by the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.","An unorthodox but original and engaging variation on the Kenya cup, juxtaposing sweetness and a musky, herby-savory edge.","8.0,8.0,9.0,9.0,8.0"
34,Static El Salvador Finca Maria Luisa,"Santa Rosa, La Unión Department, El Salvador",89,Espresso Republic,8.0,7.0,8.0,8.0,8.0,"Brisk and subtly layered. Almond butter, dried apricot, fresh-cut fir, hints of dark chocolate and clover in aroma and cup. Sweetly brisk and dry in structure; lightly syrupy mouthfeel. The drying structure sweetens and smoothes a bit in the finish, and chocolate and clover-like flowers move forward.","Processed by the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.","Those who value brisk, dry beverages should enjoy this coffee and its quiet, unorthodox aromatic intrigue.","8.0,7.0,8.0,8.0,8.0"
35,Kamwangi Kenya,"Gichugu Division, Kirinyaga County, central Kenya",93,Lexington Coffee Roasters,8.0,9.0,9.0,9.0,8.0,"Deeply and pungently sweet-tart. Lavender, grapefruit zest, sandalwood, blackberry, a hint of baker’s chocolate in aroma and cup. Simultaneously brightly tart and deeply savory in structure. Lightly syrupy, plush mouthfeel. Grapefruit zest and blackberry carry into a crisply resonant finish.","Produced by the smallholders of the New Ngariama Farmers Cooperative Society from trees of the SL-28, SL-34 and Ruiru 11 varieties of Arabica. Processed at Kamwangi Washing Station by the particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","Resonantly pungent Kenya, particularly attractive for its structure: sweet, tart and savory all at once, zesty yet seductive. Holds its character superbly as it cools.","8.0,9.0,9.0,9.0,8.0"
36,Ethiopia Gelana Abaya,"Yirgacheffe growing region, southern Ethiopia",92,Big Creek Coffee Roasters,9.0,7.0,9.0,9.0,8.0,"Sweet, spice-toned, pungent. Hazelnut, cocoa, ripe cantaloupe, tangerine zest, a hint of cinnamon in aroma and cup. Complexly structured: very sweet, gently tart, slightly bitterish. Syrupy and full in mouthfeel. Cocoa and tangerine carry into a deep, long finish.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Big Creek Coffee Roasters is a small, quality-oriented batch roaster located in Montana’s Bitterroot Valley. Visit www.bigcreekcoffeeroasters.com or call 406-375-7508 for more information.","Spicy-sweet, autumnal profile, complex and grown-up.","9.0,7.0,9.0,9.0,8.0"
37,Christmas Blend,Not disclosed,91,Mystic Monk Coffee,8.0,8.0,8.0,9.0,8.0,"Rich-toned, sweetly spicy. Brown sugar, gardenia, pink peppercorn, crisp pear, oak in aroma and cup. Crisp, roundly sweet in structure; velvety mouthfeel. The flavor-saturated finish consolidates to caramelized pear in the short and pink peppercorn in the long.",Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,"A lively, engaging spice-toned blend: crisp and richly sweet.","8.0,8.0,8.0,9.0,8.0"
38,Thanksgiving Blend,Not disclosed,90,Mystic Monk Coffee,8.0,8.0,8.0,8.0,8.0,"Deeply rich, with a roasty sweetness. Dark chocolate, gently singed cedar, persimmon, magnolia-like flowers, caramel in aroma and cup. Sweet-savory structure; full, satiny mouthfeel. The resonant finish centers around pleasantly smoky chocolate and sweet floral suggestions. ",Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,"An engaging, richly sweet blend that will appeal to those who enjoy, for example, the crisp caramel tones of the crust on a creme brulee dessert.","8.0,8.0,8.0,8.0,8.0"
39,Ethiopia Bishan Fugu,"Hambela District, Guji Zone, Oromia Region, southern Ethiopia",93,Noble Coffee Roasting,8.0,9.0,8.0,9.0,9.0,"Delicate, sweetly tart. Strawberry, caramel, musk, cocoa butter, magnolia in aroma and cup. Quietly tart-leaning structure with sweet undertones; plush, syrupy body. The perfumy, almost musk-like finish is characterized by tart fruit notes in the short and cocoa butter in the long.","This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Produced by the METAD farm and mill in southern Ethiopia. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.","A richly elegant cup that leads with deep fruit notes, as do many natural- processed coffees, though here the fruit is complicated by an engaging musk-like intrigue.","8.0,9.0,8.0,9.0,9.0"
40,Sustainable Harvest Homacho Waeno Natural,"Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia",93,Red E Café,9.0,9.0,8.0,9.0,8.0,"Deeply and richly sweet-savory. Orange marmalade, pipe tobacco, dried fig, dark chocolate, freesia-like flowers in aroma and cup. Bright, sweetly-tart in structure with zesty acidity; delicately satiny mouthfeel. Notes of richly savory pipe tobacco lead in the finish, paired with dried fig in the short and orange marmalade in the long.","This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Red E Cafe is a popular café  and roastery in Portland, Oregon. For more information, visit.www.theredecafe.com.","A natural-processed Ethiopia coffee of intriguing depth, with a wide range of aroma/flavor notes, savory pipe tobacco to high-toned, spicy florals, to crisply sweet citrus marmalade.","9.0,9.0,8.0,9.0,8.0"
